"Nr.zrodla","C","Si","S","P","Mg","Mn","Ni","Cu","Mo","Cr","Al","Sn","B","V","Wydzielenia.grafitu","Udzial.wydzielen.grafitu","Srednica.sferoidow","Wielkosc.sferoidow","Nodularity","Udzial.perlitu","Udzial.ferrytu","Rm.as.cast","A5.as.cast","Minimalna.grubosc.scianki","Temperatura.austenityzacji","Czas.austenityzacji","Temperatura.przemiany.izotermicznej","Czas.przemiany.izotermicznej","Rm","R0.2","A5","Udarnosc.Charpy","Temperatura.pomiaru.udarnosci","Udzial.austenitu","Martensite.volume.fraction.X","Retained.austenite.volume.fraction.X","Twardosc"
118,3.35,2.82,0,0,0.06,0,0.93,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,240,260,240,1165,NA,NA,NA,NA,NA,NA,NA,342
118,3.3,2.78,0,0,0.07,0,1.05,0.75,0,0,0,0,0.012,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,240,260,240,1155,NA,NA,NA,NA,NA,NA,NA,345
118,3.4,2.8,0,0,0.06,0,0.97,0.7,0,0,0,0,0,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,240,260,240,1238,NA,NA,NA,NA,NA,NA,NA,361
118,3.4,2.76,0,0,0.05,0,0.55,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,240,260,240,1085,NA,NA,NA,NA,NA,NA,NA,298
118,3.35,2.75,0,0,0.05,0,0.45,0,0,0,0,0,0.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,240,260,240,1010,NA,NA,NA,NA,NA,NA,NA,322
118,3.4,2.8,0,0,0.07,0,0.55,0,0,0,0,0,0,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,240,260,240,1215,NA,NA,NA,NA,NA,NA,NA,375
125,3.52,3.21,0.02,0.02,0.04,0.46,0.04,0.94,NA,NA,NA,NA,NA,NA,120,NA,NA,5,100,NA,NA,NA,NA,NA,900,60,360,60,1085,729,10,124,21,NA,NA,NA,357
128,3.64,2.6,0.016,0.016,NA,0.15,0.016,0.25,0,0.019,0,0,0,0,NA,NA,25.96,NA,NA,NA,NA,NA,NA,NA,925,90,340,120,930,888,5.75,NA,NA,NA,NA,NA,320
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,100.6,8.8,34,NA,95.2,NA,NA,NA,NA,NA,900,60,300,60,1000,730,12,47,-60,NA,NA,NA,277
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,100.6,8.8,34,NA,95.2,NA,NA,NA,NA,NA,900,60,300,60,1000,730,12,48,-60,NA,NA,NA,277
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,100.6,8.8,34,NA,95.2,NA,NA,NA,NA,NA,900,60,300,60,1000,730,12,49,-60,NA,NA,NA,277
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,100.6,8.8,34,NA,95.2,NA,NA,NA,NA,NA,900,60,300,60,1000,730,12,42,-40,NA,NA,NA,277
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,100.6,8.8,34,NA,95.2,NA,NA,NA,NA,NA,900,60,300,60,1000,730,12,58,-40,NA,NA,NA,277
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,100.6,8.8,34,NA,95.2,NA,NA,NA,NA,NA,900,60,300,60,1000,730,12,72,-40,NA,NA,NA,277
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,100.6,8.8,34,NA,95.2,NA,NA,NA,NA,NA,900,60,300,60,1000,730,12,74,-20,NA,NA,NA,277
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,100.6,8.8,34,NA,95.2,NA,NA,NA,NA,NA,900,60,300,60,1000,730,12,76,-20,NA,NA,NA,277
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,100.6,8.8,34,NA,95.2,NA,NA,NA,NA,NA,900,60,300,60,1000,730,12,90,-20,NA,NA,NA,277
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,100.6,8.8,34,NA,95.2,NA,NA,NA,NA,NA,900,60,300,60,1000,730,12,98,0,NA,NA,NA,277
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,100.6,8.8,34,NA,95.2,NA,NA,NA,NA,NA,900,60,300,60,1000,730,12,108,0,NA,NA,NA,277
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,100.6,8.8,34,NA,95.2,NA,NA,NA,NA,NA,900,60,300,60,1000,730,12,92,25,NA,NA,NA,277
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,100.6,8.8,34,NA,95.2,NA,NA,NA,NA,NA,900,60,300,60,1000,730,12,102,25,NA,NA,NA,277
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,100.6,8.8,34,NA,95.2,NA,NA,NA,NA,NA,900,60,300,60,1000,730,12,106,42,NA,NA,NA,277
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,100.6,8.8,34,NA,95.2,NA,NA,NA,NA,NA,900,60,300,60,1000,730,12,108,42,NA,NA,NA,277
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,100.6,8.8,34,NA,95.2,NA,NA,NA,NA,NA,900,60,300,60,1000,730,12,106,75,NA,NA,NA,277
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,100.6,8.8,34,NA,95.2,NA,NA,NA,NA,NA,900,60,300,60,1000,730,12,108,75,NA,NA,NA,277
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,100.6,8.8,34,NA,95.2,NA,NA,NA,NA,NA,900,60,300,60,1000,730,12,110,100,NA,NA,NA,277
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,100.6,8.8,34,NA,95.2,NA,NA,NA,NA,NA,900,60,300,60,1000,730,12,112,100,NA,NA,NA,277
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,155.3,9.6,29,NA,96.3,NA,NA,NA,NA,NA,900,60,365,60,625,500,4,12,-60,NA,NA,NA,329
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,155.3,9.6,29,NA,96.3,NA,NA,NA,NA,NA,900,60,365,60,625,500,4,16,-60,NA,NA,NA,329
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,155.3,9.6,29,NA,96.3,NA,NA,NA,NA,NA,900,60,365,60,625,500,4,20,-60,NA,NA,NA,329
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,155.3,9.6,29,NA,96.3,NA,NA,NA,NA,NA,900,60,365,60,625,500,4,21,-40,NA,NA,NA,329
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,155.3,9.6,29,NA,96.3,NA,NA,NA,NA,NA,900,60,365,60,625,500,4,22,-20,NA,NA,NA,329
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,155.3,9.6,29,NA,96.3,NA,NA,NA,NA,NA,900,60,365,60,625,500,4,24,-20,NA,NA,NA,329
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,155.3,9.6,29,NA,96.3,NA,NA,NA,NA,NA,900,60,365,60,625,500,4,28,-20,NA,NA,NA,329
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,155.3,9.6,29,NA,96.3,NA,NA,NA,NA,NA,900,60,365,60,625,500,4,28,0,NA,NA,NA,329
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,155.3,9.6,29,NA,96.3,NA,NA,NA,NA,NA,900,60,365,60,625,500,4,29,0,NA,NA,NA,329
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,155.3,9.6,29,NA,96.3,NA,NA,NA,NA,NA,900,60,365,60,625,500,4,36,0,NA,NA,NA,329
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,155.3,9.6,29,NA,96.3,NA,NA,NA,NA,NA,900,60,365,60,625,500,4,38,25,NA,NA,NA,329
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,155.3,9.6,29,NA,96.3,NA,NA,NA,NA,NA,900,60,365,60,625,500,4,40,25,NA,NA,NA,329
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,155.3,9.6,29,NA,96.3,NA,NA,NA,NA,NA,900,60,365,60,625,500,4,41,42,NA,NA,NA,329
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,155.3,9.6,29,NA,96.3,NA,NA,NA,NA,NA,900,60,365,60,625,500,4,44,42,NA,NA,NA,329
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,155.3,9.6,29,NA,96.3,NA,NA,NA,NA,NA,900,60,365,60,625,500,4,45,75,NA,NA,NA,329
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,155.3,9.6,29,NA,96.3,NA,NA,NA,NA,NA,900,60,365,60,625,500,4,47,75,NA,NA,NA,329
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,155.3,9.6,29,NA,96.3,NA,NA,NA,NA,NA,900,60,365,60,625,500,4,42,100,NA,NA,NA,329
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,155.3,9.6,29,NA,96.3,NA,NA,NA,NA,NA,900,60,365,60,625,500,4,47,100,NA,NA,NA,329
135,3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0,0,0,0,155.3,9.6,29,NA,96.3,NA,NA,NA,NA,NA,900,60,365,60,625,500,4,48,100,NA,NA,NA,329
136,3.55,2.78,0.004,0.054,0,0.13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,90,250,60,1390,NA,NA,NA,NA,NA,NA,NA,520
136,3.55,2.78,0.004,0.054,0,0.13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,90,250,120,1470,NA,NA,NA,NA,NA,NA,NA,510
136,3.55,2.78,0.004,0.054,0,0.13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,90,250,180,1420,NA,NA,NA,NA,NA,NA,NA,515
136,3.55,2.78,0.004,0.054,0,0.13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,90,300,60,1350,NA,NA,NA,NA,NA,NA,NA,380
136,3.55,2.78,0.004,0.054,0,0.13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,90,300,120,1415,NA,NA,NA,NA,NA,NA,NA,350
136,3.55,2.78,0.004,0.054,0,0.13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,90,300,180,1270,NA,NA,NA,NA,NA,NA,NA,360
136,3.55,2.78,0.004,0.054,0,0.13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,90,350,60,1140,NA,NA,NA,NA,NA,NA,NA,450
136,3.55,2.78,0.004,0.054,0,0.13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,90,350,120,1130,NA,NA,NA,NA,NA,NA,NA,440
136,3.55,2.78,0.004,0.054,0,0.13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,90,350,180,1205,NA,NA,NA,NA,NA,NA,NA,445
139,3.48,2.7,0.001,0.033,0,0.07,0.06,0.02,0,0.03,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,250,120,1242,1483,1.2,NA,NA,NA,10.5,NA,453
139,3.48,2.7,0.001,0.033,0,0.07,0.06,0.02,0,0.03,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,300,120,1165,1380,2.4,NA,NA,NA,18,NA,427
139,3.48,2.7,0.001,0.033,0,0.07,0.06,0.02,0,0.03,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,350,120,939,1082,5.1,NA,NA,NA,21.2,NA,362
139,3.48,2.7,0.001,0.033,0,0.07,0.06,0.02,0,0.03,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,400,120,806,1010,6.2,NA,NA,NA,36.6,NA,331
139,3.48,2.7,0.001,0.033,0,0.07,0.06,0.02,0,0.03,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,120,450,120,717,952,7,NA,NA,NA,39.2,NA,324
151,3.39,2.62,0.01,0.042,0.046,0.29,0.72,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,18.4,656,3.2,NA,930,60,380,120,1080,NA,7.8,5,-60,37.4,NA,NA,314
151,3.39,2.62,0.01,0.042,0.046,0.29,0.72,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,18.4,656,3.2,NA,930,60,380,120,1080,NA,7.8,5.5,-40,37.4,NA,NA,314
151,3.39,2.62,0.01,0.042,0.046,0.29,0.72,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,18.4,656,3.2,NA,930,60,380,120,1080,NA,7.8,7,-20,37.4,NA,NA,314
151,3.39,2.62,0.01,0.042,0.046,0.29,0.72,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,18.4,656,3.2,NA,930,60,380,120,1080,NA,7.8,8.5,0,37.4,NA,NA,314
151,3.39,2.62,0.01,0.042,0.046,0.29,0.72,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,18.4,656,3.2,NA,930,60,380,120,1080,NA,7.8,9,20,37.4,NA,NA,314
151,3.39,2.62,0.01,0.042,0.046,0.29,0.72,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,18.4,656,3.2,NA,930,60,380,120,1080,NA,7.8,14,100,37.4,NA,NA,314
10,3.39,2.56,0.012,0.015,0.04,0.37,0,0.29,0.25,NA,NA,NA,NA,NA,104,12,NA,NA,70.3,40.9,59.1,NA,NA,10,870,120,375,120,1000,730,9,140,NA,NA,NA,NA,293.764751798743
10,3.52,2.64,0.013,0.007,0.04,0.67,0,0.25,0.25,NA,NA,NA,NA,NA,102,12,NA,NA,67.2,54.5,45.5,NA,NA,10,870,120,375,120,960,780,9.4,76,NA,NA,NA,NA,308.971997320842
10,3.48,2.51,0.012,0.016,0.04,0.56,0,0.31,0.15,NA,NA,NA,NA,NA,130,12,NA,NA,71.9,51,49,NA,NA,10,870,120,375,120,1154,896,9.6,129,NA,NA,NA,NA,304.219733095186
10,3.5,2.32,0.015,0.018,0.04,0.59,0,0.29,0.33,NA,NA,NA,NA,NA,230,12,NA,NA,83.3,18.2,81.8,NA,NA,10,870,120,375,120,1161,850,12,131,NA,NA,NA,NA,305.170185940317
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,380,1,NA,NA,NA,NA,NA,NA,NA,NA,387.859583466729
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,380,5,870,675,4,81,NA,22.5,NA,NA,317.526072927022
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,380,10,NA,NA,NA,NA,NA,NA,NA,NA,308.971997320842
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,380,15,NA,NA,NA,NA,NA,NA,NA,NA,297.566563179268
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,380,30,940,768,7.1,142,NA,31.2,NA,NA,305.170185940317
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,380,60,951,788,11.8,148,NA,34.9,NA,NA,308.971997320842
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,380,120,938,787,8.8,135,NA,29.9,NA,NA,312.773808701366
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,380,240,NA,NA,NA,NA,NA,NA,NA,NA,317.526072927022
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,355,1,NA,NA,NA,NA,NA,NA,NA,NA,421.125433046321
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,355,5,NA,NA,NA,NA,NA,NA,NA,NA,365.048715183581
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,355,10,NA,NA,NA,NA,NA,NA,NA,NA,335.584676984515
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,355,15,NA,NA,NA,NA,NA,NA,NA,NA,342.237846900433
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,355,30,NA,NA,NA,NA,NA,NA,NA,NA,327.030601378334
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,355,60,NA,NA,NA,NA,NA,NA,NA,NA,334.634224139384
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,355,120,NA,NA,NA,NA,NA,NA,NA,NA,336.535129829646
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,355,240,NA,NA,NA,NA,NA,NA,NA,NA,341.287394055302
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,320,1,NA,NA,NA,NA,NA,NA,NA,NA,462.945358232092
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,320,5,NA,NA,NA,NA,NA,NA,NA,NA,409.719998904747
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,320,10,NA,NA,NA,NA,NA,NA,NA,NA,375.503696480024
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,320,15,NA,NA,NA,NA,NA,NA,NA,NA,372.652337944631
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,320,30,NA,NA,NA,NA,NA,NA,NA,NA,374.553243634893
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,320,60,NA,NA,NA,NA,NA,NA,NA,NA,378.355055015418
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,320,120,NA,NA,NA,NA,NA,NA,NA,NA,374.553243634893
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,860,90,320,240,NA,NA,NA,NA,NA,NA,NA,NA,376.454149325155
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,400,1,NA,NA,NA,NA,NA,NA,NA,NA,575.098793957572
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,400,2,NA,NA,NA,NA,NA,NA,NA,NA,526.625698855881
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,400,5,NA,NA,NA,NA,NA,NA,NA,NA,343.188299745564
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,400,10,NA,NA,NA,NA,NA,NA,NA,NA,304.219733095186
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,400,15,NA,NA,NA,NA,NA,NA,NA,NA,293.764751798743
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,400,30,NA,NA,NA,NA,NA,NA,NA,NA,289.962940418218
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,400,60,NA,NA,NA,NA,NA,NA,NA,NA,290.913393263349
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,400,90,NA,NA,NA,NA,NA,NA,NA,NA,300.417921714661
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,400,120,NA,NA,NA,NA,NA,NA,NA,NA,301.368374559792
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,400,240,NA,NA,NA,NA,NA,NA,NA,NA,308.971997320842
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,380,1,NA,NA,NA,NA,NA,NA,NA,NA,562.742906970866
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,380,2,NA,NA,NA,NA,NA,NA,NA,NA,532.328415926669
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,380,5,843,622,2.5,39,NA,32.8,NA,NA,395.463206227779
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,380,10,NA,NA,NA,NA,NA,NA,NA,NA,315.62516723676
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,380,15,NA,NA,NA,NA,NA,NA,NA,NA,303.269280250055
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,380,30,960,740,7.5,79,NA,40.8,NA,NA,310.872903011104
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,380,60,978,800,9.4,134,NA,41,NA,NA,302.318827404924
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,380,90,NA,NA,NA,NA,NA,NA,NA,NA,308.021544475711
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,380,120,920,814,8.1,81,NA,34.7,NA,NA,314.674714391629
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,380,240,NA,NA,NA,NA,NA,NA,NA,NA,320.377431462416
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,355,1,NA,NA,NA,NA,NA,NA,NA,NA,600.761020776113
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,355,2,NA,NA,NA,NA,NA,NA,NA,NA,568.445624041653
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,355,5,NA,NA,NA,NA,NA,NA,NA,NA,435.382225723288
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,355,10,NA,NA,NA,NA,NA,NA,NA,NA,389.760489156992
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,355,15,NA,NA,NA,NA,NA,NA,NA,NA,384.057772086205
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,355,30,NA,NA,NA,NA,NA,NA,NA,NA,374.553243634893
20,3.72,2.6,0,0,0,0.16,0,0.54,0.2,NA,NA,NA,NA,NA,215,10.5,23,NA,NA,82.7,17.3,NA,NA,NA,890,90,355,60,NA,NA,NA,NA,NA,NA,NA,NA,373.602790789762
