"Nr.zrodla","C","Si","S","P","Mg","Mn","Ni","Cu","Mo","Cr","Al","Sn","B","V","Wydzielenia.grafitu","Udzial.wydzielen.grafitu","Srednica.sferoidow","Wielkosc.sferoidow","Nodularity","Udzial.perlitu","Udzial.ferrytu","Rm.as.cast","A5.as.cast","Temperatura.austenityzacji","Czas.austenityzacji","Temperatura.przemiany.izotermicznej","Czas.przemiany.izotermicznej","Rm","R0.2","A5","Twardosc.Brinella","Twardosc.Rockwella","Twardosc.Rockwella.1","Twardosc.Vickersa","Udarnosc.Charpy","Temperatura.pomiaru.udarnosci","Udzial.austenitu","Martensite.volume.fraction.X","Retained.austenite.volume.fraction.X"
6,3.69,2.46,0.01,0.026,0.036,0.61,0.56,0.05,0.21,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,60,371,70,1114,901,4.2,NA,NA,NA,NA,NA,NA,5,NA,NA
6,3.69,2.46,0.01,0.026,0.036,0.61,0.56,0.05,0.21,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,60,371,55,1091,910,6.2,NA,NA,NA,NA,NA,NA,6,NA,NA
6,3.69,2.46,0.01,0.026,0.036,0.61,0.56,0.05,0.21,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,60,371,40,1013,832,2.5,NA,NA,NA,NA,NA,NA,2.6,NA,NA
6,3.69,2.46,0.01,0.026,0.036,0.61,0.56,0.05,0.21,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,60,316,40,1372,1110,3,NA,NA,NA,NA,NA,NA,3.2,NA,NA
7,3.58,1.95,0.01,0.02,0.046,0.18,0.38,1.08,0.18,0.001,0.001,0.001,0.001,0.001,250,NA,NA,6,100,NA,NA,NA,NA,920,60,280,120,1597,1250,3.2,NA,50,NA,NA,6,NA,30,NA,NA
7,3.58,1.95,0.01,0.02,0.046,0.18,0.38,1.08,0.18,0.001,0.001,0.001,0.001,0.001,250,NA,NA,6,100,NA,NA,NA,NA,900,60,360,90,1113,850,11.9,NA,39,NA,NA,9,NA,30,NA,NA
7,3.4,2.77,0.01,0.01,0.04,0.45,1.43,1.17,0.18,0.001,0.001,0.001,0.001,0.001,137,NA,NA,5,80,NA,NA,NA,NA,920,60,280,120,1450,1120,4.8,NA,47,NA,NA,6,NA,30,NA,NA
7,3.4,2.77,0.01,0.01,0.04,0.45,1.43,1.17,0.18,0.001,0.001,0.001,0.001,0.001,137,NA,NA,5,80,NA,NA,NA,NA,900,60,360,90,1133,890,12.5,NA,38,NA,NA,8,NA,30,NA,NA
8,3.65,2.25,0.015,0.045,0.045,0.018,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,360,120,870,709,6.3,306,28.5,NA,NA,NA,NA,30,NA,NA
8,3.65,2.25,0.015,0.045,0.045,0.018,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,360,120,789,657,3.5,298,27,NA,NA,NA,NA,30,NA,NA
8,3.65,2.25,0.015,0.045,0.045,0.018,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,360,120,765,654,2.8,295,27,NA,NA,NA,NA,30,NA,NA
8,3.65,2.25,0.015,0.045,0.045,0.018,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,360,120,790,660,2.5,298,26,NA,NA,NA,NA,30,NA,NA
8,3.65,2.25,0.015,0.045,0.045,0.018,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,120,1024,946,0.5,409,38.5,NA,NA,NA,NA,30,NA,NA
8,3.65,2.25,0.015,0.045,0.045,0.018,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,120,956,946,0.3,388,38.5,NA,NA,NA,NA,30,NA,NA
8,3.65,2.25,0.015,0.045,0.045,0.018,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,120,904,860,0.6,396,40,NA,NA,NA,NA,30,NA,NA
8,3.65,2.25,0.015,0.045,0.045,0.018,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,260,120,1390,1211,0.9,470,46.5,NA,NA,NA,NA,30,NA,NA
8,3.65,2.25,0.015,0.045,0.045,0.018,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,260,120,1332,1197,0.6,463,46.5,NA,NA,NA,NA,30,NA,NA
8,3.65,2.25,0.015,0.045,0.045,0.018,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,260,120,1358,1211,0.7,477,47,NA,NA,NA,NA,30,NA,NA
8,3.65,2.25,0.015,0.045,0.045,0.018,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,360,90,883,777,6.3,309,29,NA,NA,NA,NA,30,NA,NA
8,3.65,2.25,0.015,0.045,0.045,0.018,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,360,90,909,662,5.1,309,28,NA,NA,NA,NA,30,NA,NA
8,3.65,2.25,0.015,0.045,0.045,0.018,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,90,1195,922,4.9,378,38,NA,NA,NA,NA,30,NA,NA
8,3.65,2.25,0.015,0.045,0.045,0.018,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,90,1182,876,4.3,378,38.5,NA,NA,NA,NA,30,NA,NA
8,3.65,2.25,0.015,0.045,0.045,0.018,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,90,1195,903,4.9,388,38,NA,NA,NA,NA,30,NA,NA
8,3.65,2.25,0.015,0.045,0.045,0.018,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,260,90,1312,844,3.7,404,41,NA,NA,NA,NA,30,NA,NA
8,3.65,2.25,0.015,0.045,0.045,0.018,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,260,90,1299,828,3.1,415,40.5,NA,NA,NA,NA,30,NA,NA
8,3.65,2.25,0.015,0.045,0.045,0.018,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,260,90,1247,909,3.4,415,40.5,NA,NA,NA,NA,30,NA,NA
9,3.68,2.52,0.01,0.03,0.03,0.29,1.36,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,60,400,50,NA,NA,NA,NA,32.2,NA,NA,14.4,21,30,NA,NA
9,3.56,2.46,0.01,0.03,0.03,0.24,0,0.86,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,60,400,50,NA,NA,NA,NA,32.3,NA,NA,15.5,21,30,NA,NA
9,3.73,2.46,0.01,0.03,0.04,0.47,0,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,60,400,50,NA,NA,NA,NA,31.5,NA,NA,15.7,21,30,NA,NA
9,3.53,2.53,0.02,0.04,0.03,0.25,0,0,0.35,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,60,400,50,NA,NA,NA,NA,33.3,NA,NA,12,21,30,NA,NA
10,3.39,2.56,0.012,0.015,0.04,0.37,0,0.29,0.25,0.001,0.001,0.001,0.001,0.001,104,12,NA,NA,70.3,40.9,59.1,NA,NA,870,120,375,120,1000,730,9,NA,NA,NA,309,140,NA,30,NA,NA
10,3.52,2.64,0.013,0.007,0.04,0.67,0,0.25,0.25,0.001,0.001,0.001,0.001,0.001,102,12,NA,NA,67.2,54.5,45.5,NA,NA,870,120,375,120,960,780,9.4,NA,NA,NA,325,76,NA,30,NA,NA
10,3.48,2.51,0.012,0.016,0.04,0.56,0,0.31,0.15,0.001,0.001,0.001,0.001,0.001,130,12,NA,NA,71.9,51,49,NA,NA,870,120,375,120,1154,896,9.6,NA,NA,NA,320,129,NA,30,NA,NA
10,3.5,2.32,0.015,0.018,0.04,0.59,0,0.29,0.33,0.001,0.001,0.001,0.001,0.001,230,12,NA,NA,83.3,18.2,81.8,NA,NA,870,120,375,120,1161,850,12,NA,NA,NA,321,131,NA,30,NA,NA
11,3.6,2.4,0.01,0.08,0.06,0.2,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,950,NA,360,90,844,769,1.7,NA,26,NA,NA,44.1,NA,30,NA,NA
11,3.6,2.4,0.01,0.08,0.06,0.2,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,950,NA,300,90,1026,800,4.3,NA,40,NA,NA,25.5,NA,30,NA,NA
11,3.6,2.4,0.01,0.08,0.06,0.2,1.5,0.8,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,950,NA,260,90,1104,857,2.6,NA,47,NA,NA,18.6,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,325,360,1352,NA,1.1,NA,45.7,NA,NA,NA,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,325,360,NA,NA,NA,NA,45.7,NA,NA,NA,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,325,360,NA,NA,NA,NA,45.7,NA,NA,NA,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,360,240,936,NA,4.7,NA,34.1,NA,NA,NA,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,360,240,929,NA,NA,NA,34.1,NA,NA,NA,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,360,240,968,NA,NA,NA,34.1,NA,NA,NA,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,325,240,1313,NA,NA,NA,44.8,NA,NA,NA,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,325,240,1261,NA,3.7,NA,44.8,NA,NA,NA,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,325,240,1329,NA,1.6,NA,44.8,NA,NA,NA,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,275,240,1137,NA,NA,NA,39.1,NA,NA,NA,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,275,240,1163,NA,NA,NA,39.1,NA,NA,NA,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,275,240,1157,NA,0.6,NA,39.1,NA,NA,NA,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,360,120,975,NA,4.2,NA,33.4,NA,NA,NA,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,360,120,871,NA,2,NA,33.4,NA,NA,NA,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,360,120,955,NA,3.1,NA,33.4,NA,NA,NA,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,325,120,1358,NA,0.6,NA,44.7,NA,NA,NA,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,325,120,1326,NA,NA,NA,44.7,NA,NA,NA,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,325,120,1352,NA,NA,NA,44.7,NA,NA,NA,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,275,120,1176,NA,5.2,NA,39.3,NA,NA,NA,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,275,120,1150,NA,3,NA,39.3,NA,NA,NA,NA,30,NA,NA
12,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,275,120,1131,NA,1.1,NA,39.3,NA,NA,NA,NA,30,NA,NA
13,3.69,2.47,0.01,0.05,0.037,0.28,0,0.32,0,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,600,4,930,120,325,120,1115,1005,1,400,NA,NA,NA,NA,NA,30,NA,NA
13,3.69,2.47,0.01,0.05,0.037,0.28,0,0.32,0,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,600,4,930,120,300,120,1160,1085,1,430,NA,NA,NA,NA,NA,30,NA,NA
13,3.69,2.47,0.01,0.05,0.037,0.28,0,0.32,0,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,600,4,930,120,325,60,1025,700,1,380,NA,NA,NA,NA,NA,30,NA,NA
13,3.69,2.47,0.01,0.05,0.037,0.28,0,0.32,0,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,600,4,930,120,300,60,1075,1000,1,430,NA,NA,NA,NA,NA,30,NA,NA
14,3.68,2.47,0.014,0.006,0.056,0.23,0.15,1.1,0,0.001,0.001,0.13,0.001,0.001,100,NA,NA,NA,90,NA,NA,846,4.4,900,90,310,55,1250,NA,9.8,395,NA,NA,NA,42.5,NA,30,NA,NA
15,3.91,2.17,0.02,0.06,0.035,0,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,125,NA,NA,NA,90,NA,NA,NA,NA,900,120,360,360,953,NA,4,NA,33.75,NA,NA,NA,NA,30,NA,NA
15,3.91,2.17,0.02,0.06,0.035,0,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,125,NA,NA,NA,90,NA,NA,NA,NA,900,120,325,240,1340,NA,1.45,NA,45,NA,NA,NA,NA,30,NA,NA
15,3.91,2.17,0.02,0.06,0.035,0,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,125,NA,NA,NA,90,NA,NA,NA,NA,900,120,275,120,1152,NA,3.1,NA,39.2,NA,NA,NA,NA,30,NA,NA
16,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,325,360,NA,NA,NA,NA,41.75,NA,NA,NA,NA,30,NA,NA
16,3.91,2.17,0.02,0.06,0.035,0.35,0,0.58,0.11,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,325,0,NA,NA,NA,NA,45,NA,NA,NA,NA,30,NA,NA
17,3.72,2.51,0.017,0.023,0.043,0.35,0.09,0.05,0.06,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,371,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,NA,NA
17,3.72,2.51,0.017,0.023,0.043,0.35,0.09,0.05,0.06,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,316,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA
17,3.72,2.51,0.017,0.023,0.043,0.35,0.09,0.05,0.06,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,371,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,NA,NA
17,3.72,2.51,0.017,0.023,0.043,0.35,0.09,0.05,0.06,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,316,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA
17,3.72,2.51,0.017,0.023,0.043,0.35,0.09,0.05,0.06,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,371,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,NA,NA
17,3.72,2.51,0.017,0.023,0.043,0.35,0.09,0.05,0.06,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,316,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,NA,NA
17,3.72,2.51,0.017,0.023,0.043,0.35,0.09,0.05,0.06,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,371,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1,NA,NA
17,3.72,2.51,0.017,0.023,0.043,0.35,0.09,0.05,0.06,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,316,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,NA,NA
17,3.72,2.51,0.017,0.023,0.043,0.35,0.09,0.05,0.06,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,371,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,NA,NA
17,3.72,2.51,0.017,0.023,0.043,0.35,0.09,0.05,0.06,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,316,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,NA,NA
17,3.72,2.51,0.017,0.023,0.043,0.35,0.09,0.05,0.06,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,316,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,NA,NA
17,3.72,2.51,0.017,0.023,0.043,0.35,0.09,0.05,0.06,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,316,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA
17,3.72,2.51,0.017,0.023,0.043,0.35,0.09,0.05,0.06,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,316,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,NA,NA
17,3.72,2.51,0.017,0.023,0.043,0.35,0.09,0.05,0.06,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,316,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,NA,NA
17,3.72,2.51,0.017,0.023,0.043,0.35,0.09,0.05,0.06,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,316,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA
17,3.72,2.51,0.017,0.023,0.043,0.35,0.09,0.05,0.06,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,316,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA
18,3.56,2.63,0.01,0.025,0.047,0.15,0.45,0.44,0.001,0.001,0.001,0.001,0.001,0.001,150,NA,NA,NA,90,NA,NA,NA,NA,900,120,359,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
18,3.56,2.63,0.01,0.025,0.047,0.15,0.45,0.44,0.001,0.001,0.001,0.001,0.001,0.001,150,NA,NA,NA,90,NA,NA,NA,NA,900,120,359,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
18,3.56,2.63,0.01,0.025,0.047,0.15,0.45,0.44,0.001,0.001,0.001,0.001,0.001,0.001,150,NA,NA,NA,90,NA,NA,NA,NA,900,120,359,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
18,3.62,2.48,0.009,0.025,0.045,0.16,0.43,0.45,0.001,0.001,0.001,0.001,0.001,0.001,110,NA,NA,NA,90,NA,NA,NA,NA,900,120,356,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
18,3.62,2.48,0.009,0.025,0.045,0.16,0.43,0.45,0.001,0.001,0.001,0.001,0.001,0.001,110,NA,NA,NA,90,NA,NA,NA,NA,900,120,356,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
18,3.62,2.48,0.009,0.025,0.045,0.16,0.43,0.45,0.001,0.001,0.001,0.001,0.001,0.001,110,NA,NA,NA,90,NA,NA,NA,NA,900,120,356,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
18,3.58,2.57,0.007,0.048,0.043,0.34,0.45,0.46,0.19,0.001,0.001,0.001,0.001,0.001,200,NA,NA,NA,90,NA,NA,NA,NA,900,120,363,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
18,3.58,2.57,0.007,0.048,0.043,0.34,0.45,0.46,0.19,0.001,0.001,0.001,0.001,0.001,200,NA,NA,NA,90,NA,NA,NA,NA,900,120,363,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
19,3.56,2.35,0.007,0.025,0.047,0.23,0.48,0.51,0,0.001,0.001,0.001,0.001,0.001,73,NA,NA,NA,87,NA,NA,836,7.9,900,90,300,180,1148,1048,2.75,NA,35.3,NA,NA,95,NA,10,NA,NA
19,3.6,2.4,0.007,0.022,0.045,0.23,0,0.62,0,0.001,0.001,0.001,0.001,0.001,71,NA,NA,NA,85,NA,NA,778,8,900,90,300,180,1158,1057,2.7,NA,34.7,NA,NA,97,NA,5.8,NA,NA
19,3.6,2.26,0.004,0.025,0.043,0.24,0.46,0.48,0,0.001,0.001,0.001,0.001,0.001,60,NA,NA,NA,87.5,NA,NA,890,6.55,900,90,300,180,1152,1051,2.13,NA,38.3,NA,NA,137,NA,6,NA,NA
19,3.57,2.51,0.012,0.031,0.042,0.2,0,0.64,0,0.001,0.001,0.001,0.001,0.001,71,NA,NA,NA,82.5,NA,NA,733,7.3,900,90,300,180,1151,1050,3.33,NA,34,NA,NA,100.6,NA,4.96,NA,NA
19,3.51,2.3,0.008,0.02,0.04,0.23,0,0.62,0,0.001,0.001,0.001,0.001,0.001,88,NA,NA,NA,90,NA,NA,750,6.48,900,90,300,180,1188.5,1092,2.4,NA,35.1,NA,NA,102,NA,30,NA,NA
19,3.55,2.68,0.02,0.038,0.033,0.34,0,0.62,0,0.001,0.001,0.001,0.001,0.001,88,NA,NA,NA,92.5,NA,NA,697,10,900,90,300,180,1273,NA,8,NA,33.5,NA,NA,90.8,NA,5.2,NA,NA
20,3.72,2.6,0,0,0.03,0.16,0,0.54,0.2,0.001,0.001,0.001,0.001,0.001,215,10.5,23,NA,90,82.7,17.3,NA,NA,860,90,380,1,NA,NA,NA,NA,NA,NA,408,NA,NA,30,NA,NA
20,3.72,2.6,0,0,0.03,0.16,0,0.54,0.2,0.001,0.001,0.001,0.001,0.001,215,10.5,23,NA,90,82.7,17.3,NA,NA,860,90,380,5,870,675,4,NA,NA,NA,334,81,NA,22.5,NA,NA
20,3.72,2.6,0,0,0.03,0.16,0,0.54,0.2,0.001,0.001,0.001,0.001,0.001,215,10.5,23,NA,90,82.7,17.3,NA,NA,860,90,380,10,NA,NA,NA,NA,NA,NA,325,NA,NA,30,NA,NA
20,3.72,2.6,0,0,0.03,0.16,0,0.54,0.2,0.001,0.001,0.001,0.001,0.001,215,10.5,23,NA,90,82.7,17.3,NA,NA,860,90,380,15,NA,NA,NA,NA,NA,NA,313,NA,NA,30,NA,NA
20,3.72,2.6,0,0,0.03,0.16,0,0.54,0.2,0.001,0.001,0.001,0.001,0.001,215,10.5,23,NA,90,82.7,17.3,NA,NA,860,90,380,30,940,768,7.1,NA,NA,NA,321,142,NA,31.2,NA,NA
20,3.72,2.6,0,0,0.03,0.16,0,0.54,0.2,0.001,0.001,0.001,0.001,0.001,215,10.5,23,NA,90,82.7,17.3,NA,NA,860,90,380,60,951,788,11.8,NA,NA,NA,325,148,NA,34.9,NA,NA
20,3.72,2.6,0,0,0.03,0.16,0,0.54,0.2,0.001,0.001,0.001,0.001,0.001,215,10.5,23,NA,90,82.7,17.3,NA,NA,860,90,380,120,938,787,8.8,NA,NA,NA,329,135,NA,29.9,NA,NA
20,3.72,2.6,0,0,0.03,0.16,0,0.54,0.2,0.001,0.001,0.001,0.001,0.001,215,10.5,23,NA,90,82.7,17.3,NA,NA,860,90,380,240,NA,NA,NA,NA,NA,NA,334,NA,NA,30,NA,NA
20,3.72,2.6,0,0,0.03,0.16,0,0.54,0.2,0.001,0.001,0.001,0.001,0.001,215,10.5,23,NA,90,82.7,17.3,NA,NA,860,90,355,1,NA,NA,NA,NA,NA,NA,443,NA,NA,30,NA,NA
20,3.72,2.6,0,0,0.03,0.16,0,0.54,0.2,0.001,0.001,0.001,0.001,0.001,215,10.5,23,NA,90,82.7,17.3,NA,NA,860,90,355,5,NA,NA,NA,NA,NA,NA,384,NA,NA,30,NA,NA
20,3.72,2.6,0,0,0.03,0.16,0,0.54,0.2,0.001,0.001,0.001,0.001,0.001,215,10.5,23,NA,90,82.7,17.3,NA,NA,860,90,355,10,NA,NA,NA,NA,NA,NA,353,NA,NA,30,NA,NA
